Subject,subject_id
Channels (Hydraulic engineering),4225
Flood control,4226
Water resources development,4227
"Poets, Chinese",4228
Qu (Chinese literature),4229
"Friendship--Quotations, maxims, etc.",4230
"Astrology, Chinese",4231
Feng shui,4232
Measles,4233
"Centennial International Exhibition (1876 : Philadelphia, Pennsylvania)",4234
Fuxi (Legendary character),4235
"Huang Chao Rebellion, 874-884",4236
"Egerton, Robert Eyles, 1827–1912",4237
Lieutenant governors,4238
"Massy, William Godfrey Dunham, 1838-1906",4239
"Stewart, Donald Martin, 1824-1900",4240
"Lyall, Alfred Comyn, Sir, 1835-1911",4241
"Eden, Ashley, Sir, 1831-1887",4242
"Muir, William, Sir, 1819-1905",4243
"Meade, Richard John, Sir, 1821-1894",4244
"Colley, George Pomeroy, Sir, 1835-1881",4245
"Lumsden, Peter Stark, Sir, 1829-1918",4246
"Fergusson, James, 1832-1907",4247
"Haines, F. P. (Frederick Paul), 1819-1909",4248
"Beresford, Charles William De la Poer Beresford, Baron, 1846-1919",4249
"Aitchison, C. U. (Charles Umpherston), Sir, 1832-1896",4250
"Thomson, Mowbray, 1832-1917",4251
"Clarke, Andrew, 1824-1902",4252
Gurus,4253
"Elphinstone, William George Keith, 1782-1842",4254
Hawala system,4255
"Moorcroft, William, 1767-1825",4256
Ransom,4257
"Dōst Moḥammad Khān, Amir of Afghanistan, 1793-1863",4258
"Sher ʻAlī Khān, Amir of Afghanistan, 1825-1879",4259
India. Army. Corps of Engineers,4260
India. Army,4261
Water mills,4262
Indus River,4263
Great Britain. Army. Royal Engineers,4264
Telegraph,4265
"Hume, Robert, Sir, 1828-1909",4266
Pomegranate,4267
"Aḥmad Shāh Durrānī, Amir of Afghanistan, approximately 1723-1772",4268
Dixie Highway,4269
American Automobile Association,4270
Automobile travel,4271
Hupp Motor Company,4272
Awards,4273
Nobel Prizes,4274
Universal Peace Congress,4275
"Drummond, Eric, Sir, 1876-1951",4276
League of Nations,4277
"Avenol, Joseph, 1879-1952",4278
"Lester, Sean, 1888-1959",4279
Nansen International Office for Refugees,4280
Passports,4281
International Labour Organisation,4282
"Spain--Civil War, 1936-1939",4283
Arbitration (International law),4284
Disarmament,4285
Traffic regulations,4286
Esperanto,4287
"Goebbels, Joseph, 1897-1945",4288
"Curie, Marie, 1867-1934",4289
League of Nations. Committee on Intellectual Co-operation,4290
"Bartók, Béla, 1881-1945",4291
Composers,4292
Ethnomusicology,4293
"Authors, German",4294
"Mann, Thomas, 1875-1955",4295
"Cecil of Chelwood, Robert Gascoyne-Cecil, Viscount, 1864-1958",4296
"Hitler, Adolf, 1889-1945",4297
"Laval, Pierre, 1883-1945",4298
"Litvinov, M. M. (Maksim Maksimovich), 1876-1951",4299
"Macdonald, James Ramsay, 1866-1937",4300
"Mussolini, Benito, 1883-1945",4301
"Piłsudski, Józef, 1867-1935",4302
"Saitō, Makoto, 1858-1936",4303
"Stimson, Henry L. (Henry Lewis), 1867-1950",4304
"Italo-Ethiopian War, 1935-1936",4305
"Garroni, Eugenio Camillo, 1852-1935",4306
Nazis,4307
"Moderow, Włodzimierz",4308
United Nations,4309
Virgins,4310
"Dialogues, Latin",4311
Virgil,4312
Khanate of Bukhara,4313
"Nādir Shāh, Shah of Iran, 1688-1747",4314
Masses,4315
Dresden Codex,4316
Maya calendar,4317
Maya gods,4318
Private revelations,4319
Swedish drama,4320
"Garbo, Greta, 1905-1990",4321
"Petschler, Erik Arthur, 1881-1945",4322
Pictorialism (Photography movement),4323
Olympics,4324
Sports posters,4325
Fistula,4326
"Russo-Swedish War, 1808-1809",4327
"Tre Kronor (Castle : Stockholm, Sweden)",4328
"Authors, Swedish",4329
"Lagerlöf, Selma, 1858-1940",4330
"Architecture, Tibetan",4331
China. Army,4332
Yak,4333
"Potala (Lhasa, China)",4334
Covered bridges,4335
"Blunt, Anne, Lady, 1837-1917",4336
"Blunt, Wilfrid Scawen, 1840-1922",4337
Euphrates River Valley,4338
Dressmaking--Patterns,4339
Fashion,4340
Fashion--History,4341
"Gramatica, Emma, approximately 1872-1965",4342
Festivals -- Italy,4343
"Farina, Gemma",4344
"Erauso, Catalina de, approximately 1592-1650",4345
Business records,4346
Plantijnse Drukkerij,4347
"Plantin, Christophe, approximately 1520-1589",4348
"Moretus, Jan, 1543-1610",4349
Arabian Peninsula--Social life and customs,4350
"Ruete, Emilie, 1844-1924",4351
"Burckhardt, Johann Ludwig, 1784-1817",4352
"Burton, Richard Francis, 1821-1890",4353
"Niebuhr, Carsten, 1733-1815",4354
"Palgrave, William Gifford, 1826-1888",4355
"Wellsted, J. R. (James Raymond), 1805-1842",4356
"Mahmud II, Sultan of the Turks, 1784-1839",4357
"Muḥammad ʻAlī Bāshā, Governor of Egypt, 1769-1849",4358
"Ali Bey, 1766-1818",4359
"Doughty, Charles Montagu, 1843-1926",4360
"Ptolemy, active 2nd century",4361
"Snouck Hurgronje, C. (Christiaan), 1857-1936",4362
Crusades,4363
Panislamism,4364
"Abdülhamid II, Sultan of the Turks, 1842-1918",4365
"Ṭarzī, Ghulām Muḥammad, 1830-1900",4366
Brahui language,4367
Positivism,4368
"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",4369
Religious education,4370
Talmud Torah (Judaism),4371
"John Chrysostom, Saint, circa 347-407",4372
Nile River,4373
"Crimean War, 1853-1856",4374
"Russo-Turkish War, 1768-1774",4375
Feudalism,4376
The Tales of Ise,4377
Botanists,4378
"Ono, Ranzan, 1729-1810",4379
Chrysanthemums,4380
Shuten Dōji (Legendary character),4381
"Fujiwara, Kamatari, 614-669",4382
"Mythology, Japanese",4383
"Mansai, 1378-1435",4384
"Minamoto, Yoritomo, 1147-1199",4385
"Ottoman-Persian War, 1730-1735",4386
"Abū-Saʻīd Bahādur Khān, Sultan,1305-1335",4387
"Ḥusain Bāyqarā Chorasan, Sultan",4388
"Khalīl al-Ayyūbī, Sultan, 1401 or 1402-1452?",4389
Timurids,4390
Balkan Peninsula -- History -- War of 1912-1913,4391
Economic relations,4392
"Greece -- History -- War of Independence, 1821-1829",4393
Pan-Turanianism,4394
Young Turks (Organization),4395
Eastern question (Balkan),4396
Nation-building,4397
Belgium--Colonies,4398
Geology,4399
Shinto,4400
"Sino-Japanese War, 1894-1895",4401
Congress of Vienna (1814-1815),4402
Niger River Valley,4403
Senussites,4404
Imperial British East Africa Company,4405
Aegean Islands (Greece and Turkey),4406
"Anglo-Dutch War, 1664-1667",4407
"Anglo-Dutch War, 1672-1674",4408
Afar (African people),4409
Somalis,4410
Suez Canal,4411
International rivers,4412
League of Nations. Secretariat. Legal Section,4413
Water rights,4414
Cocos Island (Costa Rica),4415
Easter Island,4416
Malpelo Island (Colombia),4417
Polynesians,4418
Galapagos Islands,4419
Congo (African people),4420
"Léopold II, King of the Belgians, 1835-1909",4421
Guanches,4422
Sulawesi (Indonesia),4423
Treaty of Berlin (1878),4424
Alliances,4425
"Egyptian-Ottoman War, 1839-1841",4426
"Russo-Turkish War, 1877-1878",4427
Freedom of the seas,4428
Maritime law,4429
Fishery law and legislation,4430
Newfoundland -- Bait Act,4431
"Lardy, Charles, 1847-1923",4432
"Boxer Rebellion, 1899-1901",4433
"Achinese War, 1873-1904",4434
Human rights,4435
"Guerra, Alessandro, 1790-1862",4436
Commedia dell'arte,4437
Clowns,4438
Pantomime,4439
Buffalo Bill's Wild West Show,4440
Russell Brothers Circus,4441
"Ciniselli, Gaetano, 1815-1881",4442
"Ciniselli, Scipione",4443
Circus Ciniselli,4444
Programs,4445
Employees,4446
Downie Brothers Circus,4447
"Albania -- History -- Turkish Wars, 15th century",4448
"Scanderbeg, 1405?-1468",4449
Chronograms,4450
"Jalāl al-Dīn Rūmī, Maulana, 1207-1273",4451
Orthodox Eastern Church -- Catechisms,4452
"Carols, Latin",4453
"Carols, Slovak",4454
Jing-Zhang (Beijing-Zhangjiakou) Railway (China),4455
"Aucher-Eloy, Pierre-Martin-Rémi, 1793-1838",4456
"Sadlier, George Forster, 1789-1859",4457
"Wallin, Georg August, 1811-1852",4458
"Halévy, J. (Joseph), 1827-1917",4459
"Pelly, Lewis, Sir, 1825-1892",4460
"Saxe-Coburg and Gotha, Marie Alexandrovna, Duchess of, 1853-1920",4461
"Sergeĭ Aleksandrovich, Grand Duke of Russia, 1857-1905",4462
"George Alexandrovich, Grand Duke, son of Alexander III, Emperor of Russia, 1871-1899",4463
"Maria Ḟeodorovna, Empress, consort of Alexander III, Emperor of Russia, 1847-1928",4464
"Mikhail Aleksandrovich, Grand Duke of Russia, 1878-1918",4465
"Olʹga Aleksandrovna, Grand Duchess of Russia, 1882-1960",4466
"Xenia Aleksandrovna, Grand Duchess, daughter of Alexander III, Emperor of Russia, 1875-1960",4467
"Alexandra, Empress, consort of Nicholas II, Emperor of Russia, 1872-1918",4468
"Frederiks, Vladimir Borisovich, Baron, 1838-1927",4469
"Alexander III, Emperor of Russia, 1845-1894",4470
Narodnai︠a︡ voli︠a︡ (Political party : Russia),4471
Populism,4472
Socialism,4473
"Anna, Empress of Russia, 1693-1740",4474
"Catherine I, Empress of Russia, 1684-1727",4475
"Elizabeth, Empress of Russia, 1709-1762",4476
"Fyodor III, Czar of Russia, 1661-1682",4477
"Ivan VI Antonovich, Emperor of Russia, 1740-1764",4478
"Paul I, Emperor of Russia, 1754-1801",4479
"Peter II, Emperor of Russia, 1715-1730",4480
"Peter III, Emperor of Russia, 1728-1762",4481
"Romanov, House of",4482
Dyes and dyeing,4483
Respiratory organs,4484
Medicine -- Religious aspects,4485
Electroplating,4486
"Nāṣir Muḥammad ibn Qalāwūn, Sulṭān of Egypt and Syria, 1285-1341",4487
Shafiites,4488
"Isḥāq, Adīb, 1856-1885",4489
"Bible--Criticism, interpretation, etc.",4490
Islam--Apologetic works,4491
"Pfander, C.G. (Carl Gottlieb), 1805-1865",4492
"Van Dyck, Cornelius Van Alen, 1818-1895",4493
Sumerians,4494
English literature,4495
Commercial law,4496
Egyptian literature,4497
Egyptian Museum of Cairo,4498
"Mythology, Egyptian",4499
"Khansāʼ, died approximately 645",4500
Legal cases,4501
"Sujak, Ahmad Rifa'i bin Muhammad Marhum bin Abi, Syaikhina Haji, 1786-1870?",4502
"Authors, Arab",4503
Ballooning,4504
"Shādhilī, Abū al-Ḥasan ʻAlī ibn ʻAbd Allāh, approximately 1196-1258",4505
Shīʻah,4506
"Ibn al-Muqaffaʻ, died approximately 760",4507
"Ibn Qutaybah, ʻAbd Allāh ibn Muslim, 828-889?",4508
"Kātib, ʻAbd al-Ḥamīd ibn Yaḥyá, died 749 or 750",4509
"Nawawī, 1233-1277",4510
Asharites,4511
Motazilites,4512
"Qābūs ibn Washmakīr, died 1012 or 1013",4513
"ʻAbd al-Qādir ibn Muḥyī al-Dīn, Amir of Mascara, 1807?-1883",4514
"Burnes, Alexander, Sir, 1805-1841",4515
"Christie, Charles, died 1812",4516
"Conolly, Arthur, 1807-1842",4517
"Forster, George, died 1792",4518
"Fraser, James Baillie, 1783-1856",4519
Helmand River (Afghanistan),4520
"Augustine, Saint, Bishop of Hippo, 354–430",4521
"Bernard, of Clairvaux, Saint, 1090 or 1091-1153",4522
"Leo I, Pope, died 461",4523
Carthusians,4524
Armenian Church,4525
Cistercians,4526
Ethiopian Orthodox Church,4527
"Nikon, Patriarch of Moscow and of Russia, 1605-1681",4528
"Greco-Turkish War, 1897",4529
"Muẓaffar al-Dīn Shāh, Shah of Iran, 1853-1907",4530
"Poets, Persian",4531
"Anglo-Ashanti Wars, 1824-1901",4532
"Saxe-Coburg and Gotha, Alfred, Duke of, 1844-1900",4533
Submarines (Ships),4534
Technical drawings,4535
Anchors,4536
Pumping machinery,4537
Airports,4538
International Civil Aviation Organization,4539
Airlines,4540
Airways,4541
Air traffic control,4542
Languages,4543
Population--Statistics,4544
Turkish language,4545
Steamboat lines,4546
"Art, Flemish",4547
"Gregory I, Pope, approximately 540-604",4548
"Lucy, Saint, died 304",4549
Astrolabes,4550
Indigenism (Art movement),4551
Magic realism (Art),4552
Abstract expressionism,4553
Art informel,4554
"Art, Abstract",4555
Collages,4556
Spanish literature,4557
"Díez-Canedo, Enrique, 1879-1944",4558
"González, Fernando, 1901-1972",4559
"Machado, Antonio, 1875-1939",4560
"Millares, Manolo, 1926-1972",4561
Modernism (Aesthetics),4562
"Poets, Spanish",4563
"Ferdinand VII, King of Spain, 1784-1833",4564
"Isabella II, Queen of Spain, 1830-1904",4565
"María Cristina, Queen, consort of Ferdinand VII, King of Spain, 1806-1878",4566
"Morales, Tomás, 1884-1921",4567
"Spain -- History -- Revolution, 1820-1823",4568
"Authors, Spanish",4569
"Pérez-Galdós, Benito, 1843-1920",4570
Impressionism (Art),4571
Parties,4572
Societies and clubs,4573
Gran Canaria (Canary Islands). Cabildo Insular,4574
Rationalism (Architecture),4575
Afghan literature,4576
Afghan poetry,4577
Language and culture,4578
Pushto language,4579
Pushto literature,4580
Sociology,4581
Confession,4582
"Cyril, Saint, Apostle of the Slavs, approximately 827-869",4583
Bible--Commentaries,4584
Heaven,4585
"Poets, German",4586
"Education, Medieval",4587
"Henry II, Holy Roman Emperor, 973-1024",4588
"Otto III, Holy Roman Emperor, 980-1002",4589
"Shāh Shujāʻ, Amir of Afghanistan, 1780?-1842",4590
Baluchi (Southwest Asian people),4591
"Elphinstone, Mountstuart, 1779-1859",4592
Great Britain. Army. British Indian Army,4593
"Sale, Robert Henry, 1782-1845",4594
"Thornton, Annie H.",4595
"Thornton, Ernest",4596
Eastern question (Central Asia),4597
Translators,4598
Northern Pacific Railway Company‏,4599
White Pass & Yukon Route (Firm),4600
Beavers,4601
Otters,4602
Sea otter,4603
"United States -- Census, 10th, 1880",4604
Zoogeography,4605
Black bear,4606
Brown bear,4607
Polar bear,4608
Arctic fox,4609
Martens,4610
Salmon canning industry,4611
California -- Gold discoveries,4612
Alaska Railroad,4613
Alaska Steamship Company,4614
Richardson Highway (Alaska),4615
United States. Army. Corps of Topographical Engineers,4616
Pacific Coast Steamship Company,4617
"Frémont, John Charles, 1813-1890",4618
Oregon National Historic Trail,4619
Automobile repair shops,4620
Garages,4621
Service stations,4622
Indians of North America -- Relocation,4623
United States -- Indian Removal Act of 1830,4624
"Ricci, Matteo, 1552-1610",4625
Acupuncture,4626
"Medicine, Ayurvedic",4627
"Zou, Rong, 1885-1905",4628
Cold,4629
Heart beat,4630
Pulse,4631
Minstrels,4632
"Songs, Portuguese",4633
Troubadours,4634
Yi (Chinese people),4635
Rubbing -- China,4636
"Mao, Xin",4637
"Zhou, Xuanwang, Emperor of China, reigned 827-782 B.C.",4638
Seals (Numismatics),4639
Popular culture,4640
"Mohammad Daoud, Sardar, 1909-1978",4641
"Israel-Arab War, 1973",4642
